sample_id,sigma0,ramp,omega,cyc_frac,Y0,a_crit,A_rate,D_c,m_sub,noise_sigma,seed,a0,h,tf,t_fp,a_fp,finite
92,0.8661983149127097,0.0,0.0,0.0,1.1131811247419612,2.0,1.677377766247211,0.11161492094412709,0.5,0.2,1111,1e-06,0.2,6.5,1.2,0.1242286079057105,1
93,0.7442378329094292,0.0,0.0,0.0,1.0737341493735268,2.0,1.2429280175913051,0.1224337199009765,0.5,0.2,1111,1e-06,0.2,6.5,2.4,0.10410551722998672,1
94,0.5860725241175576,0.0,0.0,0.0,1.0693956925565575,2.0,1.5442165073481404,0.11470435326664224,0.5,0.2,1111,1e-06,0.2,6.5,0.2,0.07546269618636098,1
95,0.7061516952685519,0.0,0.0,0.0,0.9659008809532456,2.0,1.7267931855863572,0.12127724342130257,0.5,0.2,1111,1e-06,0.2,6.5,0.4,0.12820201744927906,1
96,0.5607028051959848,0.0,0.0,0.0,0.870228698635721,2.0,1.7267742961091153,0.12170382932327357,0.5,0.2,1111,1e-06,0.2,6.5,2.8000000000000003,0.07258018792220372,1
97,0.6976058962020457,0.0,0.0,0.0,1.0469154989411813,2.0,1.8646520195633591,0.1298891758574873,0.5,0.2,1111,1e-06,0.2,6.5,0.8,0.18141451610217316,1
98,0.7339677778373543,0.0,0.0,0.0,0.8113251995768148,2.0,1.4453343071869722,0.12189680525710427,0.5,0.2,1111,1e-06,0.2,6.5,1.4,0.11649820069316318,1
99,0.7739166145676113,0.0,0.0,0.0,0.9716263247743095,2.0,1.345589120767446,0.12200294496275778,0.5,0.2,1111,1e-06,0.2,6.5,1.0,0.0773668914224644,1
100,0.8668389640489234,0.0,0.0,0.0,0.8437792338794663,2.0,1.3840007036409447,0.12363045885123745,0.5,0.2,1111,1e-06,0.2,6.5,1.2,0.049223374613313296,1
101,0.885740719967534,0.0,0.0,0.0,0.9520177200244766,2.0,1.430553085604594,0.11107569219889121,0.5,0.2,1111,1e-06,0.2,6.5,1.7999999999999998,0.05416046253642151,1
102,0.7088485476076858,0.0,0.0,0.0,0.8878366445312158,2.0,1.4194973022101458,0.11093035377390222,0.5,0.2,1111,1e-06,0.2,6.5,5.000000000000002,0.05896349214181893,1
103,0.873802787430713,0.0,0.0,0.0,1.0961350508994907,2.0,1.5661123159584285,0.11797644381588598,0.5,0.2,1111,1e-06,0.2,6.5,1.2,0.15196992973645457,1
104,0.6222621791662469,0.0,0.0,0.0,0.944862097852326,2.0,1.4874252631782428,0.12280047228494122,0.5,0.2,1111,1e-06,0.2,6.5,1.2,0.09304226774726208,1
105,0.8253109242692153,0.0,0.0,0.0,1.1349133345700675,2.0,1.6564818490126294,0.11504667244596437,0.5,0.2,1111,1e-06,0.2,6.5,1.4,0.1340129284136817,1
106,0.5735800645655847,0.0,0.0,0.0,0.8091425255568375,2.0,1.6690914170698214,0.11450567301030916,0.5,0.2,1111,1e-06,0.2,6.5,1.5999999999999999,0.042063644006474374,1
107,0.7176893772687196,0.0,0.0,0.0,1.0801614216541815,2.0,1.8414046369026005,0.10932452676316434,0.5,0.2,1111,1e-06,0.2,6.5,0.2,0.12898346794751933,1
108,0.5622670093388772,0.0,0.0,0.0,0.8252147292597266,2.0,1.4295710613121346,0.13484180859624162,0.5,0.2,1111,1e-06,0.2,6.5,0.8,0.06435669513073398,1
109,0.8409299077874559,0.0,0.0,0.0,1.001591906994946,2.0,1.7202973043742522,0.12072221067305361,0.5,0.2,1111,1e-06,0.2,6.5,1.0,0.13307899289020844,1
110,0.6533276534735908,0.0,0.0,0.0,1.1930471641831222,2.0,1.6391983495519944,0.12220309014349207,0.5,0.2,1111,1e-06,0.2,6.5,4.600000000000001,0.11614300916783858,1
111,0.6665486022619448,0.0,0.0,0.0,0.9155245161206077,2.0,1.4817664269682538,0.11960542788008582,0.5,0.2,1111,1e-06,0.2,6.5,0.8,0.10270249350204037,1
112,0.592867678061957,0.0,0.0,0.0,0.9614111206683076,2.0,1.335059665967814,0.11452414049411282,0.5,0.2,1111,1e-06,0.2,6.5,2.1999999999999997,0.054939439098914467,1
113,0.6452609322368899,0.0,0.0,0.0,0.9884026706712841,2.0,1.3344974884471288,0.11123523926194455,0.5,0.2,1111,1e-06,0.2,6.5,0.6000000000000001,0.07185038242132356,1
114,0.5953714273273769,0.0,0.0,0.0,0.9301789426762346,2.0,1.3751599582826368,0.1154220719569551,0.5,0.2,1111,1e-06,0.2,6.5,1.2,0.05622635952006475,1
115,0.7034403285016075,0.0,0.0,0.0,1.061950147126124,2.0,1.4664753204260417,0.11569165873345985,0.5,0.2,1111,1e-06,0.2,6.5,1.7999999999999998,0.10323939241110182,1
116,0.631362753293689,0.0,0.0,0.0,0.9480100536749294,2.0,1.5531358767686694,0.12404236716866758,0.5,0.2,1111,1e-06,0.2,6.5,1.5999999999999999,0.06305428526331905,1
117,0.5489178466091696,0.0,0.0,0.0,1.1329763802411081,2.0,1.6262489127974429,0.1264337775014144,0.5,0.2,1111,1e-06,0.2,6.5,1.0,0.13991363529677384,1
118,0.8923119822948427,0.0,0.0,0.0,1.0315495959597294,2.0,1.40092231949207,0.1175439823951349,0.5,0.2,1111,1e-06,0.2,6.5,0.6000000000000001,0.10199014711537194,1
119,0.8569296556777848,0.0,0.0,0.0,0.9417656344425811,2.0,1.4219193765086116,0.12179951044342567,0.5,0.2,1111,1e-06,0.2,6.5,1.2,0.08505116992715223,1
120,0.894842126900882,0.0,0.0,0.0,1.0877613994558062,2.0,1.3904065462702448,0.11923426382162587,0.5,0.2,1111,1e-06,0.2,6.5,2.4,0.057995578149937506,1
121,0.8162291190327733,0.0,0.0,0.0,0.9848475979230515,2.0,1.4248031803528547,0.12098487852728815,0.5,0.2,1111,1e-06,0.2,6.5,4.400000000000001,0.10053553697816268,1
122,0.8829452772689469,0.0,0.0,0.0,1.1117435700842113,2.0,1.4317878736298646,0.12254942615676148,0.5,0.2,1111,1e-06,0.2,6.5,3.0000000000000004,0.15452224855499694,1
123,0.7485673267835362,0.0,0.0,0.0,0.9941944489587976,2.0,1.5730476896861425,0.11680926809755039,0.5,0.2,1111,1e-06,0.2,6.5,0.6000000000000001,0.1396660055324633,1
124,0.6862546511323138,0.0,0.0,0.0,0.8575953773433435,2.0,1.320699339858204,0.121127843765673,0.5,0.2,1111,1e-06,0.2,6.5,0.6000000000000001,0.04449229986386579,1
125,0.6015066054116496,0.0,0.0,0.0,0.8839656607127436,2.0,1.4272124594335835,0.12753182184212247,0.5,0.2,1111,1e-06,0.2,6.5,0.4,0.051783027923065564,1
126,0.6499351582673905,0.0,0.0,0.0,1.044324613230194,2.0,1.6404151480626947,0.11268505105312022,0.5,0.2,1111,1e-06,0.2,6.5,0.6000000000000001,0.058830020034400736,1
127,0.600893693598106,0.0,0.0,0.0,1.073232770552487,2.0,1.5276944517554742,0.11562596487481633,0.5,0.2,1111,1e-06,0.2,6.5,1.4,0.09756026093380409,1
128,0.5994227554606973,0.0,0.0,0.0,1.0426720467384811,2.0,1.6768002183364166,0.13056213996528798,0.5,0.2,1111,1e-06,0.2,6.5,5.8000000000000025,0.06661932458010925,1
129,0.6524669695930623,0.0,0.0,0.0,1.0495493687211275,2.0,1.521315086737457,0.1174935575666003,0.5,0.2,1111,1e-06,0.2,6.5,1.7999999999999998,0.06892623247515255,1
130,0.7966519760073885,0.0,0.0,0.0,0.9829577270458784,2.0,1.4313283201829508,0.12743787298091178,0.5,0.2,1111,1e-06,0.2,6.5,6.600000000000003,0.098067583693493,1
131,0.678409946111988,0.0,0.0,0.0,0.9558827130164349,2.0,1.592789811594855,0.1160239616613101,0.5,0.2,1111,1e-06,0.2,6.5,1.5999999999999999,0.05082001550082931,1
132,0.88453225015461,0.0,0.0,0.0,1.1904219883912903,2.0,1.4434518139900387,0.1214025125698573,0.5,0.2,1111,1e-06,0.2,6.5,1.0,0.11113884353845538,1
133,0.725146624061068,0.0,0.0,0.0,1.1472094195080378,2.0,1.6152826970569323,0.12351778865418643,0.5,0.2,1111,1e-06,0.2,6.5,0.8,0.0908105332528396,1
134,0.7361745072206678,0.0,0.0,0.0,1.1616927036890454,2.0,1.5477895802815047,0.11507325459511801,0.5,0.2,1111,1e-06,0.2,6.5,2.1999999999999997,0.11852842630177335,1
135,0.8088254062995703,0.0,0.0,0.0,0.9142178259559222,2.0,1.5208106253170584,0.12701486098062575,0.5,0.2,1111,1e-06,0.2,6.5,1.4,0.07872999918587638,1
136,0.6095527168282148,0.0,0.0,0.0,1.0403593678764043,2.0,1.3755402100529877,0.12351062938494793,0.5,0.2,1111,1e-06,0.2,6.5,inf,nan,0
137,0.8340774511296054,0.0,0.0,0.0,0.9728591634400539,2.0,1.4130548373911822,0.11850485832588194,0.5,0.2,1111,1e-06,0.2,6.5,1.2,0.11203699899830284,1
138,0.6186072419216637,0.0,0.0,0.0,1.1518593895484663,2.0,1.5335325760977059,0.12292816174710164,0.5,0.2,1111,1e-06,0.2,6.5,6.600000000000003,0.13882771448263037,1
139,0.5630824414250072,0.0,0.0,0.0,0.8579186867782999,2.0,1.3932563609819137,0.11996813011347247,0.5,0.2,1111,1e-06,0.2,6.5,0.6000000000000001,0.06079852003018347,1
140,0.7053787784758191,0.0,0.0,0.0,0.9926899285399493,2.0,1.4703000795812802,0.12687171706126354,0.5,0.2,1111,1e-06,0.2,6.5,0.6000000000000001,0.0828945817009027,1
141,0.8736526271544724,0.0,0.0,0.0,0.9883587558332233,2.0,1.4736850513634807,0.13131980444114158,0.5,0.2,1111,1e-06,0.2,6.5,4.200000000000001,0.09377149309829273,1
